38 Sea Zone  (4173,2192)  (4125,2239)  (4125,2191)  (4220,2240)  (4173,2144)  (4221,2146)  (4123,2143)  (4268,2194)  (4268,2242)  (4316,2197)  (4316,2245)  | overflowToLeft=false
Normandy Bordeaux  (1882,794)  (2029,826)  (2030,776)  (2077,769)  (2078,818)  (1923,890)  (1970,889)  (1933,937)  (1980,935)  (1926,984)  (1974,983)  (1915,1032)  (1964,1030)  (1907,1080)  (1956,1077)  (1922,1127)  | overflowToLeft=false
Aleutian Islands  (6828,394)  (6885,371)  (6930,360)  (6957,329)  (7000,329)  | overflowToLeft=false
37 Sea Zone  (4616,2353)  (4568,2329)  (4663,2401)  (4615,2401)  (4616,2305)  (4664,2305)  (4664,2353)  (4551,2281)  (4711,2401)  (4711,2449)  (4663,2449)  (4615,2449)  (4712,2282)  (4712,2330)  (4495,2243)  (4441,2194)  | overflowToLeft=false
78 Sea Zone  (3810,2545)  (3762,2592)  (3762,2544)  (3857,2593)  (3810,2497)  (3858,2497)  (3858,2545)  (3760,2496)  (3809,2640)  (3761,2640)  (3893,2641)  (3808,2449)  (3856,2449)  (3731,2448)  (3845,2688)  (3797,2688)  (3749,2688)  (3893,2689)  (3779,2401)  (3827,2401)  (3875,2401)  (3731,2400)  (3845,2736)  (3797,2736)  (3749,2736)  (3893,2737)  | overflowToLeft=false
Volgograd  (3379,1046)  (3429,1048)  (3478,1047)  (3519,998)  (3423,962)  (3473,961)  (3538,952)  (3580,972)  (3521,1044)  (3531,1087)  (3566,1046)  | overflowToLeft=false
73 Sea Zone  (3482,3091)  (3434,3138)  (3434,3090)  (3529,3139)  (3530,3050)  (3386,3164)  (3386,3116)  (3386,3068)  (3577,3098)  (3577,3146)  (3578,3050)  (3625,3098)  (3625,3146)  (3626,3050)  | overflowToLeft=false
32 Sea Zone  (6207,1826)  (6242,1874)  (6244,1726)  (6244,1774)  (6255,1822)  (6290,1870)  (6290,1918)  (6292,1726)  (6292,1774)  (6303,1822)  (6338,1870)  (6338,1918)  (6340,1726)  (6386,1913)  (6388,1726)  (6393,1823)  (6394,1774)  (6434,1911)  (6436,1726)  (6441,1822)  (6442,1774)  (6482,1870)  (6482,1918)  (6484,1726)  (6489,1822)  (6490,1774)  | overflowToLeft=false
Queensland  (5842,2681)  (5789,2696)  (5780,2742)  (5776,2788)  (5824,2790)  (5872,2798)  (5917,2800)  (5917,2744)  (5892,2696)  (5832,2634)  (5824,2585)  (5965,2787)  (5965,2833)  (5915,2848)  (5866,2844)  (5816,2839)  (5773,2839)  (6009,2843)  | overflowToLeft=false
Ulaanbaatar  (4873,504)  | overflowToLeft=false
96 Sea Zone  (2334,1580)  (2382,1570)  (2425,1618)  (2430,1541)  (2473,1589)  (2478,1541)  (2526,1541)  (2574,1541)  (2622,1541)  (2649,1589)  (2670,1541)  | overflowToLeft=false
Yenisey  (4251,219)  (4250,266)  (4271,313)  (4318,329)  (4366,329)  (4418,319)  (4454,268)  (4451,218)  (4450,170)  (4405,161)  (4356,161)  (4309,162)  (4257,164)  (4269,363)  (4318,379)  (4370,378)  (4269,412)  (4215,362)  (4217,412)  (4170,413)  (4168,464)  (4119,439)  (4117,488)  (4494,171)  (4492,121)  (4451,122)  (4397,115)  (4343,112)  (4288,113)  (4290,62)  (4340,63)  (4391,62)  (4440,66)  (4484,70)  (4532,73)  (4539,116)  (4545,162)  (4569,22)  (4519,20)  (4469,17)  (4418,13)  (4366,9)  (4315,10)  (4266,10)  (4501,221)  (4505,273)  | overflowToLeft=false
Alberta  (1,414)  (48,414)  (95,413)  (142,412)  (189,413)  (236,414)  (285,412)  (334,412)  (251,463)  (298,462)  (365,361)  (314,360)  (264,361)  (314,311)  (279,261)  (279,211)  (229,211)  (180,211)  (129,212)  (80,213)  (31,215)  (30,264)  (31,313)  (30,361)  (32,164)  (81,165)  (129,164)  (178,163)  (226,162)  (275,160)  (324,160)  (323,111)  (272,111)  (224,112)  (174,112)  (122,113)  (74,114)  (26,114)  (27,63)  (76,63)  (123,62)  (173,62)  (221,61)  (270,62)  (318,62)  (367,65)  (29,14)  (77,13)  (126,13)  (174,14)  (222,14)  (271,12)  (321,11)  (368,8)  (417,2)  (469,0)  (518,1)  (569,1)  (617,48)  (617,97)  (664,97)  | overflowToLeft=false
Benelux  (2211,774)  (2131,738)  (2132,688)  (2182,657)  (2229,641)  (2271,644)  (2266,688)  (2255,737)  | overflowToLeft=false
Celebes  (5079,2357)  (5123,2355)  (5089,2402)  (5153,2398)  (5123,2267)  (5177,2264)  (5217,2261)  (5300,2245)  (5297,2288)  (5176,2317)  (5225,2327)  (5259,2361)  (5305,2366)  (5350,2366)  | overflowToLeft=false
127 Sea Zone  (2945,11)  (2897,13)  (2989,59)  (2959,107)  (3103,0)  | overflowToLeft=false
90 Sea Zone  (1256,1393)  (1208,1440)  (1208,1392)  (1303,1441)  (1256,1345)  (1304,1345)  (1304,1393)  (1206,1344)  (1255,1488)  (1207,1488)  (1160,1440)  (1160,1392)  (1351,1441)  (1351,1489)  (1303,1489)  (1159,1489)  (1254,1297)  (1302,1297)  (1350,1297)  (1352,1345)  (1352,1393)  (1158,1344)  (1158,1296)  (1206,1296)  (1398,1292)  (1399,1441)  (1399,1489)  (1400,1340)  (1400,1388)  | overflowToLeft=false
Line Islands  (7184,1897)  (7231,1896)  (7243,1939)  | overflowToLeft=false
6 Sea Zone  (5588,807)  (5540,854)  (5540,806)  (5635,855)  (5588,759)  (5636,759)  (5636,807)  (5538,758)  (5587,902)  (5539,902)  (5492,854)  (5492,806)  (5683,855)  (5683,903)  (5635,903)  (5491,903)  (5586,711)  (5634,711)  (5682,711)  (5684,759)  (5684,807)  (5506,710)  (5730,665)  (5587,950)  (5539,950)  (5444,818)  (5731,855)  (5731,903)  (5731,951)  (5683,951)  (5635,951)  (5491,951)  (5558,663)  (5606,663)  (5654,663)  (5732,713)  (5732,761)  (5443,995)  (5708,617)  (5756,617)  (5778,665)  (5587,998)  (5539,998)  (5779,809)  (5779,857)  (5779,905)  (5779,953)  (5731,999)  (5683,999)  (5635,999)  (5491,999)  | overflowToLeft=false
South Korea  (5311,971)  (5359,966)  (5409,950)  (5452,945)  (5416,874)  (5457,900)  | overflowToLeft=false
59 Sea Zone  (4032,3097)  (3984,3144)  (3984,3096)  (4079,3145)  (4080,3050)  (4127,3098)  (4127,3146)  (4128,3050)  (4175,3098)  (4175,3146)  (4176,3050)  | overflowToLeft=false
Mozambique  (2828,2943)  (2877,2933)  (2830,2995)  (2816,2832)  (2863,2828)  (2911,2821)  | overflowToLeft=false
118 Sea Zone  (1501,270)  (1453,317)  (1453,269)  (1548,318)  (1501,222)  (1549,222)  (1549,270)  (1451,221)  (1500,365)  (1452,365)  (1596,318)  (1596,366)  (1548,366)  (1499,174)  (1547,174)  (1595,174)  (1597,222)  (1597,270)  (1411,173)  (1500,413)  (1452,413)  (1606,414)  (1558,414)  | overflowToLeft=false
Southeast Mexico  (2,1096)  (50,1095)  (95,1094)  (143,1095)  (179,1096)  (37,1142)  (87,1143)  (136,1142)  (183,1143)  (126,1253)  (172,1252)  (218,1249)  (210,1299)  (259,1295)  (306,1289)  (355,1281)  (298,1338)  (348,1333)  (331,1378)  (373,1365)  (392,1319)  (401,1271)  (354,1231)  (184,1046)  (137,1046)  (88,1045)  (42,1045)  (3,1046)  (2,999)  (50,999)  (98,999)  (143,1000)  (0,950)  (47,951)  (92,950)  (0,900)  (47,900)  (0,854)  (401,1221)  | overflowToLeft=false
Novosibirsk  (3737,649)  (3782,649)  (3824,647)  (3875,648)  (3889,595)  (3893,547)  (3892,494)  (3845,493)  (3796,496)  (3746,512)  (3721,461)  (3772,446)  (3819,444)  (3865,442)  (3880,393)  (3831,395)  (3781,396)  (3731,399)  (3729,697)  (3777,698)  (3826,695)  (3873,695)  (3737,744)  (3779,745)  (3827,744)  (3874,743)  (3911,778)  (3862,792)  (3813,792)  (3764,794)  (3789,839)  (3838,840)  (3885,843)  (3935,828)  (3805,888)  (3852,890)  (3902,890)  (3823,939)  (3870,936)  (3733,350)  (3784,348)  (3834,346)  (3880,349)  (3896,304)  (3853,986)  | overflowToLeft=false
109 Sea Zone  (1707,572)  (1659,619)  (1659,571)  (1729,620)  (1755,544)  (1777,592)  (1681,667)  (1729,668)  (1782,681)  (1826,524)  (1856,476)  (1877,425)  | overflowToLeft=false
Guam  (5620,1691)  (5652,1661)  | overflowToLeft=false
68 Sea Zone  (1507,2970)  (1459,3017)  (1459,2969)  (1554,3018)  (1507,2922)  (1555,2922)  (1555,2970)  (1457,2921)  (1506,3065)  (1458,3065)  (1411,3017)  (1411,2969)  (1602,3018)  (1602,3066)  (1554,3066)  (1410,3066)  (1505,2874)  (1553,2874)  (1601,2874)  (1603,2922)  (1603,2970)  (1409,2921)  (1409,2873)  (1457,2873)  (1649,2828)  (1506,3113)  (1458,3113)  (1363,3018)  (1363,2970)  (1650,3018)  (1650,3066)  (1650,3114)  (1602,3114)  (1554,3114)  (1410,3114)  (1362,3114)  (1362,3066)  (1505,2826)  (1553,2826)  (1601,2826)  (1651,2876)  (1651,2924)  (1361,2922)  (1361,2874)  (1361,2826)  (1409,2825)  (1457,2825)  (1649,2780)  (1506,3161)  (1458,3161)  (1670,3162)  (1622,3162)  (1574,3162)  (1410,3162)  (1362,3162)  | overflowToLeft=false
10 Sea Zone  (7331,509)  (7283,556)  (7283,508)  (7378,557)  (7331,461)  (7379,461)  (7379,509)  (7281,460)  (7330,604)  (7282,604)  (7400,605)  (7427,459)  (7352,652)  (7304,652)  (7388,700)  (7340,700)  (7292,700)  (7394,748)  (7346,748)  (7298,748)  (7403,796)  (7355,796)  (7307,796)  (7437,844)  (7389,844)  (7341,844)  (7293,844)  (7454,892)  (7406,892)  (7358,892)  (7310,892)  (7473,940)  (7425,940)  (7377,940)  (7329,940)  (7281,940)  (7501,988)  (7453,988)  (7405,988)  (7357,988)  (7309,988)  (7571,1007)  (7523,1036)  (7475,1036)  (7427,1036)  (7379,1036)  (7331,1036)  (7283,1036)  (7604,1055)  (7556,1084)  (7508,1084)  (7460,1084)  (7412,1084)  (7364,1084)  (7316,1084)  | overflowToLeft=false
South West Africa  (2474,3093)  (2521,3096)  (2568,3081)  (2564,3036)  (2425,2992)  (2540,2990)  (2583,2988)  | overflowToLeft=false
Southern Italy  (2413,1296)  (2451,1267)  (2458,1308)  (2452,1355)  (2458,1403)  (2504,1320)  | overflowToLeft=false
77 Sea Zone  (3523,2553)  (3475,2600)  (3475,2552)  (3570,2601)  (3523,2505)  (3571,2505)  (3571,2553)  (3473,2504)  (3522,2648)  (3474,2648)  (3427,2600)  (3427,2552)  (3618,2601)  (3618,2649)  (3570,2649)  (3426,2649)  (3521,2457)  (3569,2457)  (3617,2457)  (3619,2505)  (3619,2553)  (3425,2504)  (3425,2456)  (3473,2456)  (3665,2411)  (3522,2696)  (3474,2696)  (3379,2601)  (3379,2553)  (3666,2601)  (3666,2649)  (3666,2697)  (3618,2697)  (3570,2697)  (3426,2697)  (3378,2697)  (3378,2649)  (3521,2409)  (3569,2409)  (3617,2409)  (3667,2459)  (3667,2507)  (3377,2505)  (3377,2457)  (3377,2409)  (3425,2408)  (3473,2408)  (3522,2744)  (3474,2744)  (3683,2745)  (3635,2745)  (3587,2745)  (3426,2745)  (3378,2745)  | overflowToLeft=false
121 Sea Zone  (812,148)  (764,195)  (764,147)  (859,196)  (763,99)  (741,243)  (716,195)  (907,171)  (720,23)  (955,175)  (621,162)  (1006,60)  (1010,108)  (1044,11)  | overflowToLeft=false
Tobruk  (2500,1683)  (2495,1730)  (2489,1775)  (2485,1822)  (2537,1840)  (2583,1862)  (2628,1880)  (2676,1889)  (2675,1841)  (2674,1787)  (2625,1824)  (2574,1805)  (2537,1789)  (2543,1752)  (2587,1760)  (2637,1755)  (2640,1705)  (2536,1633)  (2585,1625)  (2635,1641)  (2684,1639)  | overflowToLeft=false
Gold Coast  (1785,2135)  (1834,2102)  (1649,2027)  (1659,1976)  (1612,1959)  (1654,1928)  (1605,1901)  (1834,2148)  (1881,2150)  (1880,2102)  (1929,2100)  (1977,2097)  (1926,2147)  (1973,2143)  | overflowToLeft=false
86 Sea Zone  (1363,2025)  (1315,2072)  (1401,2073)  (1356,1977)  (1353,2120)  (1305,2120)  (1356,1929)  (1309,2168)  (1318,1881)  (1366,1881)  (1270,1837)  (1318,1833)  (1366,1833)  (1220,1829)  | overflowToLeft=false
Japan  (5656,963)  (5612,984)  (5643,1016)  (5563,988)  (5569,1039)  (5533,1063)  (5513,1009)  (5477,1047)  (5428,1083)  (5473,1092)  (5462,1141)  (5791,890)  (5746,861)  (5793,840)  (5793,791)  (5840,793)  (5809,743)  (5813,692)  (5772,639)  (5815,591)  (5858,608)  (5907,580)  (5861,554)  (5848,506)  (5831,458)  (5936,538)  | overflowToLeft=false
120 Sea Zone  (457,260)  (409,290)  (409,242)  (504,308)  (457,212)  (505,212)  (505,260)  (396,194)  (361,281)  (552,308)  (538,356)  (444,164)  (492,164)  (540,163)  (348,233)  (515,115)  (524,67)  | overflowToLeft=false
Kwangsi  (4540,1700)  (4580,1662)  (4632,1631)  (4679,1608)  (4730,1596)  (4595,1780)  (4637,1771)  (4682,1762)  (4641,1818)  (4687,1811)  (4686,1857)  (4735,1845)  | overflowToLeft=false
Yunnan  (4281,1633)  (4333,1556)  (4309,1597)  (4277,1678)  (4320,1707)  (4361,1717)  (4405,1722)  (4424,1670)  (4475,1688)  (4453,1732)  (4501,1756)  | overflowToLeft=false
71 Sea Zone  (2867,3106)  (2819,3153)  (2914,3154)  (2877,3058)  (2915,3106)  (2925,3048)  (2906,3000)  (2937,2952)  (2937,2904)  | overflowToLeft=false
Belarus  (2975,606)  (2980,557)  (3024,518)  (3074,511)  (3110,559)  (3113,604)  (3065,604)  (3023,604)  (2938,647)  (2985,653)  (3033,650)  (3077,651)  (3125,651)  (3153,564)  (3121,512)  (3081,464)  (3127,469)  (3113,418)  | overflowToLeft=false
30 Sea Zone  (6557,1726)  (6557,1774)  (6557,1822)  (6557,1870)  (6557,1918)  (6605,1726)  (6605,1774)  (6605,1822)  (6605,1870)  (6605,1918)  (6648,2001)  (6648,2049)  (6648,2097)  (6648,2145)  (6653,1726)  (6653,1774)  (6653,1822)  (6653,1870)  (6653,1918)  (6696,1966)  (6696,2014)  (6696,2062)  (6696,2110)  (6696,2158)  (6701,1726)  (6701,1774)  (6701,1822)  (6701,1870)  (6701,1918)  (6744,1966)  (6744,2014)  (6744,2062)  (6744,2110)  (6744,2158)  (6749,1726)  (6749,1774)  (6749,1822)  (6749,1870)  (6749,1918)  (6792,1966)  (6792,2014)  (6792,2062)  (6792,2110)  (6792,2158)  (6797,1726)  (6797,1774)  (6797,1822)  (6797,1870)  (6797,1918)  (6840,1966)  (6840,2014)  (6840,2062)  (6840,2110)  (6840,2158)  | overflowToLeft=false
Albania  (2623,1215)  (2622,1263)  (2670,1244)  (2712,1246)  | overflowToLeft=false
Caucasus  (3339,1255)  (3293,1258)  (3388,1257)  (3283,1209)  (3276,1162)  (3325,1125)  (3371,1125)  (3417,1133)  (3423,1207)  (3465,1164)  (3350,1305)  (3398,1303)  (3374,1355)  (3422,1351)  (3437,1398)  (3472,1438)  (3510,1134)  (3482,1388)  | overflowToLeft=false
Eastern New Guinea  (5775,2398)  (5822,2410)  (5863,2427)  (5773,2447)  (5816,2461)  (5866,2474)  (5912,2452)  (5935,2500)  | overflowToLeft=false
Dzavhan  (4448,497)  | overflowToLeft=false
108 Sea Zone  (1500,574)  (1452,621)  (1452,573)  (1547,622)  (1500,526)  (1548,526)  (1548,574)  (1450,525)  (1499,669)  (1451,669)  (1595,622)  (1595,670)  (1547,670)  (1498,478)  (1546,478)  (1594,478)  (1596,526)  (1596,574)  (1411,477)  (1499,717)  (1451,717)  | overflowToLeft=false
New Zealand  (6597,3001)  (6601,2952)  (6582,2912)  (6644,3007)  (6691,3018)  (6658,3050)  (6530,3113)  (6499,3158)  | overflowToLeft=false
11 Sea Zone  (7507,1249)  (7459,1296)  (7459,1248)  (7554,1297)  (7507,1201)  (7555,1201)  (7555,1249)  (7457,1200)  (7506,1344)  (7458,1344)  (7411,1296)  (7411,1248)  (7602,1297)  (7602,1345)  (7554,1345)  (7410,1345)  (7505,1153)  (7553,1153)  (7601,1153)  (7603,1201)  (7603,1249)  (7409,1200)  (7409,1152)  (7457,1152)  (7649,1138)  (7506,1392)  (7458,1392)  (7650,1297)  (7650,1345)  (7650,1393)  (7602,1393)  (7554,1393)  (7410,1393)  (7651,1186)  (7651,1234)  (7506,1440)  (7458,1440)  (7656,1441)  (7608,1441)  (7560,1441)  (7410,1441)  | overflowToLeft=false
17 Sea Zone  (5826,1261)  (5826,1309)  (5826,1357)  (5852,1212)  (5874,1263)  (5874,1311)  (5874,1359)  (5878,1164)  (5904,1116)  (5922,1274)  (5922,1322)  (5926,1164)  (5930,1067)  (5952,1115)  (5953,1212)  (5970,1260)  (5970,1308)  (5970,1356)  (5974,1163)  (5978,1050)  (6000,1098)  (6001,1211)  (6018,1259)  (6018,1307)  (6018,1355)  (6022,1146)  (6026,1050)  (6048,1098)  (6049,1194)  (6066,1242)  (6066,1290)  (6066,1338)  (6070,1146)  (6074,1050)  (6096,1098)  (6097,1194)  (6114,1242)  (6114,1290)  (6114,1338)  (6118,1146)  (6122,1050)  | overflowToLeft=false
58 Sea Zone  (4074,2887)  (4026,2934)  (4026,2886)  (4121,2935)  (4074,2839)  (4122,2839)  (4122,2887)  (4024,2838)  (4073,2982)  (4025,2982)  (3978,2934)  (3978,2886)  (4169,2935)  (4169,2983)  (4121,2983)  (3977,2983)  (4170,2800)  (4170,2848)  (3976,2838)  (3930,2935)  (3930,2887)  (4217,2896)  (4217,2944)  (4217,2992)  (3929,3002)  (4218,2800)  (4218,2848)  (3928,2839)  (4265,2896)  (4265,2944)  (4265,2992)  (4266,2800)  (4266,2848)  | overflowToLeft=false
87 Sea Zone  (1512,1910)  (1464,1957)  (1464,1909)  (1559,1958)  (1512,1862)  (1560,1862)  (1462,1861)  (1511,2005)  (1463,2005)  (1582,2006)  (1510,1814)  (1558,1814)  (1449,1813)  (1534,2053)  (1486,2053)  (1595,2054)  (1497,1766)  (1545,1766)  (1449,1765)  (1593,1749)  | overflowToLeft=false
102 Sea Zone  (1008,987)  (960,1034)  (960,986)  (1055,1035)  (1008,939)  (1056,939)  (1056,987)  (958,938)  (1007,1082)  (959,1082)  (912,1034)  (912,986)  (1103,1035)  (1103,1083)  (1055,1083)  (911,1083)  (1006,891)  (1054,891)  (1102,891)  (1104,939)  (1104,987)  (910,938)  (910,890)  (958,890)  (1150,845)  (1007,1130)  (959,1130)  (864,1035)  (864,987)  (1151,1035)  (1151,1083)  (1151,1131)  (1103,1131)  (1055,1131)  (911,1131)  (863,1131)  (863,1083)  (1006,843)  (1054,843)  (1102,843)  (1152,893)  (1152,941)  (862,939)  (862,891)  (862,843)  (910,842)  (958,842)  (1150,797)  (1007,1178)  (959,1178)  (1169,1179)  (1121,1179)  (1073,1179)  (911,1179)  | overflowToLeft=false
Ontario  (345,515)  (385,466)  (430,424)  (473,383)  (477,427)  (525,454)  (558,474)  (558,523)  (510,533)  (461,533)  (513,577)  (561,573)  (551,622)  | overflowToLeft=false
Ethiopia  (2839,2289)  (2886,2285)  (2933,2285)  (2982,2259)  (2987,2211)  (2982,2160)  (2934,2144)  (2885,2146)  (2837,2178)  (2801,2226)  (2786,2275)  (2738,2286)  (2788,2323)  (2895,2330)  (2938,2333)  (2986,2305)  (2988,2347)  (3037,2304)  (3028,2157)  | overflowToLeft=false
New Hebrides  (6298,2691)  (6389,2711)  (6398,2750)  | overflowToLeft=false
Himalayas  (3880,1611)  (3930,1631)  (3977,1648)  (3970,1694)  (4020,1714)  (4067,1755)  (4111,1768)  (4163,1780)  (4207,1755)  (4254,1739)  | overflowToLeft=false
61 Sea Zone  (5595,3076)  (5547,3123)  (5547,3075)  (5642,3124)  (5595,3028)  (5643,3028)  (5643,3076)  (5545,3027)  (5499,3164)  (5499,3116)  (5690,3124)  (5593,2980)  (5691,3029)  (5497,3068)  (5738,3077)  (5738,3125)  | overflowToLeft=false
Egypt  (2844,1675)  (2887,1671)  (2927,1664)  (2847,1723)  (2857,1769)  (2863,1817)  (2858,1867)  (2906,1875)  (2952,1865)  | overflowToLeft=false
Sakha  (5143,138)  (5144,185)  (5189,221)  (5240,219)  (5287,211)  (5294,162)  (5294,112)  (5292,58)  (5244,56)  (5193,58)  (5146,84)  (5144,34)  (5191,8)  (5240,7)  (5290,7)  (5341,5)  (5393,4)  (5339,54)  (5391,51)  (5344,104)  (5393,101)  (5269,264)  (5219,266)  (5167,266)  (5109,234)  (5111,283)  (5157,318)  (5206,316)  (5184,365)  (5343,155)  (5390,153)  | overflowToLeft=false
52 Sea Zone  (7316,2964)  (7268,3011)  (7268,2963)  (7363,3012)  (7316,2916)  (7364,2916)  (7364,2964)  (7266,2915)  (7315,3059)  (7267,3059)  (7220,3011)  (7220,2963)  (7411,3012)  (7411,3060)  (7363,3060)  (7219,3060)  (7314,2868)  (7362,2868)  (7410,2868)  (7412,2916)  (7412,2964)  (7218,2915)  (7218,2867)  (7266,2867)  (7458,2822)  (7315,3107)  (7267,3107)  (7172,3012)  (7172,2964)  (7459,3012)  (7459,3060)  (7459,3108)  (7411,3108)  (7363,3108)  (7219,3108)  (7171,3108)  (7171,3060)  (7314,2820)  (7362,2820)  (7410,2820)  (7460,2870)  (7460,2918)  (7170,2916)  (7170,2868)  (7170,2820)  (7218,2819)  (7266,2819)  (7458,2774)  (7506,2774)  (7506,2822)  (7315,3155)  (7267,3155)  (7124,3012)  (7124,2964)  | overflowToLeft=false
Bolivia  (777,2206)  (825,2203)  (871,2190)  (889,2144)  (890,2100)  (770,2157)  (783,2108)  (824,2159)  (834,2050)  (883,2053)  (850,2005)  | overflowToLeft=false
Malta  (2348,1545)  | overflowToLeft=false
Wake Island  (6258,1533)  (6284,1508)  | overflowToLeft=false
Timguska  (3942,566)  (3992,564)  (4040,560)  (4089,561)  (3946,459)  (3994,450)  (4031,439)  (4032,391)  (3985,400)  (3939,403)  (3938,355)  (3987,350)  (3945,614)  (3993,611)  (4043,611)  (3945,663)  (3992,660)  (4042,661)  (3948,712)  (3995,709)  (4042,708)  (3975,758)  (3957,307)  | overflowToLeft=false
Saudi Arabia  (3043,1783)  (3090,1770)  (3136,1756)  (3091,1822)  (3143,1803)  (3147,2180)  (3191,2153)  (3232,2122)  (3274,2095)  (3316,2061)  (3366,2035)  (3409,2011)  (3452,1988)  (3495,1955)  (3411,1950)  (3375,1909)  (3328,1879)  (3322,1929)  (3361,1957)  (3313,1985)  (3266,2030)  (3222,2059)  (3178,2100)  (3172,2046)  (3122,2069)  (3131,2124)  (3119,2023)  (3101,1972)  (3087,1924)  (3090,1873)  (3142,1853)  (3194,1810)  (3239,1808)  (3285,1808)  (3196,1856)  (3247,1855)  (3140,1902)  (3143,1961)  (3493,1917)  | overflowToLeft=false
27 Sea Zone  (7209,1607)  (7161,1654)  (7161,1606)  (7256,1655)  (7209,1559)  (7257,1559)  (7257,1607)  (7159,1558)  (7208,1702)  (7160,1702)  (7113,1654)  (7113,1606)  (7304,1655)  (7304,1703)  (7256,1703)  (7112,1703)  (7207,1511)  (7255,1511)  (7303,1511)  (7305,1559)  (7305,1607)  (7111,1558)  (7111,1510)  (7159,1510)  (7208,1750)  (7160,1750)  (7336,1751)  (7288,1751)  (7112,1751)  (7207,1463)  (7255,1463)  (7303,1463)  (7106,1462)  (7154,1462)  (7240,1798)  (7192,1798)  (7336,1799)  (7288,1799)  (7144,1799)  | overflowToLeft=false
Pakistan  (3705,1872)  (3756,1883)  (3700,1923)  (3752,1937)  (3790,1766)  (3837,1765)  (3813,1717)  (3863,1715)  (3866,1672)  | overflowToLeft=false
33 Sea Zone  (5861,1827)  (5861,1875)  (5861,1923)  (5861,2008)  (5861,2056)  (5861,2104)  (5861,2152)  (5909,1827)  (5909,1875)  (5909,1923)  (5909,2057)  (5909,2105)  (5909,2153)  (5925,1971)  (5957,1827)  (5957,1875)  (5957,1923)  (5957,2057)  (5957,2105)  (5957,2153)  (5973,1971)  (6005,1827)  (6005,1875)  (6005,1923)  (6005,2076)  (6005,2124)  (6005,2172)  (6021,1999)  (6053,1827)  (6053,1875)  (6053,1923)  (6053,2071)  (6053,2119)  (6053,2167)  (6069,2009)  (6101,1827)  (6101,1875)  (6101,1923)  (6101,2057)  (6101,2105)  (6101,2153)  (6149,1827)  (6149,1875)  (6149,1923)  (6149,2011)  (6149,2059)  (6149,2107)  (6149,2155)  (6197,1925)  (6197,1973)  (6197,2021)  (6197,2069)  (6197,2117)  (6197,2165)  | overflowToLeft=false
Ireland  (1679,491)  (1727,490)  (1775,486)  (1772,375)  (1793,419)  (1809,458)  (1724,398)  (1818,494)  | overflowToLeft=false
Szechwan  (4052,1574)  (4100,1582)  (4146,1588)  (4196,1591)  (4241,1595)  (4243,1546)  (4271,1494)  (4269,1449)  (4221,1449)  (4173,1452)  (4126,1450)  (4137,1402)  (4183,1403)  (4233,1408)  (4055,1622)  (4101,1631)  (4151,1637)  (4200,1639)  (4069,1677)  (4120,1681)  (4170,1681)  (4160,1724)  (4242,1362)  | overflowToLeft=false
Hawaiian Islands  (6719,1360)  (6793,1398)  (6830,1430)  (6865,1470)  (6908,1491)  | overflowToLeft=false
42 Sea Zone  (4584,2668)  (4584,2716)  (4617,2620)  (4632,2668)  (4632,2716)  (4672,2540)  (4680,2628)  (4680,2676)  (4680,2724)  (4720,2497)  (4720,2545)  (4728,2638)  (4728,2686)  (4728,2734)  (4768,2497)  (4768,2545)  (4776,2645)  (4776,2693)  (4776,2741)  (4816,2497)  (4816,2545)  (4824,2650)  (4824,2698)  (4824,2746)  (4864,2497)  (4864,2545)  (4872,2676)  (4872,2724)  (4912,2497)  (4912,2545)  (4920,2675)  (4920,2723)  (4960,2497)  (4960,2545)  (4968,2679)  (4968,2727)  (5008,2489)  (5008,2537)  (5008,2585)  (5016,2654)  (5016,2702)  (5056,2479)  (5056,2527)  (5056,2575)  (5064,2623)  (5064,2671)  (5104,2479)  (5104,2527)  (5104,2575)  (5112,2623)  (5152,2479)  (5152,2527)  (5152,2575)  | overflowToLeft=false
Newfoundland Labrador  (801,288)  (842,328)  (793,334)  (797,412)  (845,409)  (885,370)  (931,366)  (892,409)  (934,410)  (976,408)  | overflowToLeft=false
France  (2022,879)  (2029,927)  (2027,972)  (2021,1017)  (2063,1043)  (2113,1040)  (2157,1024)  (2071,997)  (2113,987)  (2161,976)  (2076,940)  (2126,937)  (2177,927)  (2215,923)  (2215,878)  (2163,880)  (2159,831)  (2207,827)  (2157,786)  | overflowToLeft=false
Serbia  (2641,1065)  (2636,1114)  (2642,1161)  (2692,1182)  (2708,1129)  | overflowToLeft=false
36 Sea Zone  (4677,1959)  (4711,1911)  (4730,2002)  (4731,2234)  (4756,2050)  (4759,1894)  (4763,2179)  (4764,2098)  (4789,2002)  (4804,2050)  (4807,1853)  (4807,1901)  (4811,2146)  (4812,2098)  (4837,1949)  (4837,1997)  (4852,2045)  (4855,1853)  (4855,1901)  (4860,2093)  (4885,1949)  (4885,1997)  (4900,2045)  (4903,1853)  (4903,1901)  (4908,2093)  (4933,1949)  (4933,1997)  (4948,2045)  (4951,1853)  (4951,1901)  (4956,2093)  (4981,1949)  (4981,1997)  (4996,2045)  (4999,1853)  (4999,1901)  (5004,2093)  (5029,1949)  (5029,1997)  (5044,2045)  | overflowToLeft=false
